CASE	CORPUS	FILE	MATCHLEMMA	COMPLEMENTIZER	TYPE	L1	REGISTER	L_MATRBE4S	SURPRISAL
4736	ICE-GB	S1B-037	think	absent	obj	English	spoken	0	3.3589359996
4737	ICE-GB	S1B-041	think	absent	obj	English	spoken	0	3.3589359996
4738	ICE-GB	S2A-007	think	absent	obj	English	spoken	0	3.3589359996
4739	ICE-GB	S1A-022	think	absent	obj	English	spoken	0	3.3589359996
4740	ICE-GB	S1B-018	think	absent	obj	English	spoken	0	3.3589359996
4741	ICE-GB	S1A-065	think	absent	obj	English	spoken	0	3.3589359996
4742	ICE-GB	S1B-078	think	absent	obj	English	spoken	0	3.3589359996
4743	ICLE	GEAU1024	think	absent	obj	German	written	7	3.3589359996
4744	ICE-GB	W1B-004	think	absent	obj	English	written	0	3.3589359996
4745	LINDSEI	GE042	think	absent	obj	German	spoken	0	3.3589359996
4746	ICE-GB	S1A-035	think	absent	obj	English	spoken	0	3.3589359996
4747	LINDSEI	GE005	think	absent	obj	German	spoken	0	3.3589359996
4748	ICE-GB	S1A-076	think	absent	obj	English	spoken	0	3.3589359996
4749	LINDSEI	SP018	think	present	obj	Spanish	spoken	0	3.3589359996
4750	LINDSEI	GE040	think	absent	obj	German	spoken	0	3.3589359996
4751	ICE-GB	W2C-020	think	absent	obj	English	written	23	3.3589359996
4752	LINDSEI	SP007	think	absent	obj	Spanish	spoken	0	3.3589359996
4753	LINDSEI	SP024	think	absent	obj	Spanish	spoken	0	3.3589359996
4754	ICLE	SPM04030	think	present	obj	Spanish	written	0	3.3589359996
4755	ICE-GB	S2A-027	think	absent	obj	English	spoken	8	3.3589359996
4756	LINDSEI	SP034	think	absent	obj	Spanish	spoken	0	3.3589359996
4757	ICE-GB	S1A-002	think	absent	obj	English	spoken	0	3.3589359996
4758	ICE-GB	S1B-012	think	absent	obj	English	spoken	0	3.3589359996
4759	ICE-GB	S1B-067	think	absent	obj	English	spoken	0	3.3589359996
4760	ICE-GB	S1B-067	think	absent	obj	English	spoken	0	3.3589359996
4761	LINDSEI	SP020	think	absent	obj	Spanish	spoken	0	3.3589359996
4762	ICE-GB	S1A-091	think	absent	obj	English	spoken	0	3.3589359996
4763	ICE-GB	S1A-061	think	absent	obj	English	spoken	0	3.3589359996
4764	ICE-GB	S1B-050	think	absent	obj	English	spoken	0	3.3589359996
4765	LINDSEI	GE023	think	present	obj	German	spoken	0	3.3589359996
4766	ICE-GB	S1B-066	think	absent	obj	English	spoken	0	3.3589359996
4767	LINDSEI	GE045	think	absent	obj	German	spoken	0	3.3589359996
4768	ICE-GB	S1A-016	think	absent	obj	English	spoken	0	3.3589359996
4769	LINDSEI	SP015	think	absent	obj	Spanish	spoken	0	3.3589359996
4770	ICE-GB	S1B-014	think	absent	obj	English	spoken	0	3.3589359996
4771	ICE-GB	S2B-003	think	absent	obj	English	spoken	0	3.3589359996
4772	ICE-GB	S1B-034	think	absent	obj	English	spoken	0	3.3589359996
4773	ICE-GB	S1B-031	think	absent	obj	English	spoken	7	3.3589359996
4774	ICE-GB	S1B-031	think	absent	obj	English	spoken	0	3.3589359996
4775	LINDSEI	GE029	think	present	obj	German	spoken	0	3.3589359996
4776	ICE-GB	S1B-078	think	absent	obj	English	spoken	0	3.3589359996
4777	ICE-GB	S1B-045	think	present	obj	English	spoken	0	3.3589359996
4778	ICE-GB	S1A-047	think	absent	obj	English	spoken	0	3.3589359996
4779	ICE-GB	S1A-022	think	absent	obj	English	spoken	0	3.3589359996
4780	ICE-GB	S1B-050	think	absent	obj	English	spoken	0	3.3589359996
4781	ICE-GB	S1B-065	think	absent	obj	English	spoken	0	3.3589359996
4782	ICE-GB	S1B-018	think	absent	obj	English	spoken	0	3.3589359996
4783	ICE-GB	S1A-002	think	absent	obj	English	spoken	0	3.3589359996
4784	ICE-GB	S1B-056	think	absent	obj	English	spoken	0	3.3589359996
4785	ICE-GB	S1A-002	think	absent	obj	English	spoken	0	3.3589359996
4786	ICE-GB	S1B-078	think	absent	obj	English	spoken	0	3.3589359996
4787	LINDSEI	SP001	think	absent	obj	Spanish	spoken	0	3.3589359996
4788	ICE-GB	S1B-029	think	absent	obj	English	spoken	0	3.3589359996
4789	LINDSEI	SP009	think	absent	obj	Spanish	spoken	0	3.3589359996
4790	LINDSEI	GE006	think	present	obj	German	spoken	0	3.3589359996
4791	ICE-GB	S1A-083	think	absent	obj	English	spoken	0	3.3589359996
4792	ICE-GB	S1B-041	think	present	obj	English	spoken	0	3.3589359996
4793	ICE-GB	S1B-041	think	present	obj	English	spoken	0	3.3589359996
4794	ICE-GB	S1A-002	think	present	obj	English	spoken	0	3.3589359996
4795	ICE-GB	S1B-035	think	absent	obj	English	spoken	0	3.3589359996
4796	ICE-GB	S1A-065	think	absent	obj	English	spoken	0	3.3589359996
4797	ICE-GB	S1A-023	think	absent	obj	English	spoken	0	3.3589359996
4798	ICE-GB	S1A-087	think	absent	obj	English	spoken	0	3.3589359996
4799	LINDSEI	SP008	think	absent	obj	Spanish	spoken	0	3.3589359996
4800	ICE-GB	S2B-007	think	absent	obj	English	spoken	0	3.3589359996
4801	ICE-GB	S2A-037	think	present	obj	English	spoken	0	3.3589359996
4802	ICLE	GEDR1024	think	present	obj	German	written	0	4.7666163878
4803	ICLE	SPM04041	think	absent	obj	Spanish	written	24	4.7666163878
4804	ICLE	GESA4009	think	present	obj	German	written	0	4.7666163878
4805	ICE-GB	W2F-002	think	absent	obj	English	written	0	4.7666163878
4806	ICE-GB	S2A-018	think	absent	obj	English	spoken	0	4.7666163878
4807	ICLE	SPM02003	think	present	obj	Spanish	written	7	4.7666163878
4808	ICE-GB	S1B-072	think	absent	obj	English	spoken	0	4.7666163878
4809	LINDSEI	SP009	think	absent	obj	Spanish	spoken	0	4.7666163878
4810	ICLE	SPM07002	think	absent	obj	Spanish	written	13	4.7666163878
4811	ICLE	SPM09007	think	absent	obj	Spanish	written	0	4.7666163878
4812	LINDSEI	SP026	think	absent	obj	Spanish	spoken	0	4.7666163878
4813	ICLE	SPM04002	think	present	obj	Spanish	written	0	4.7666163878
4814	ICE-GB	S1B-073	think	absent	obj	English	spoken	0	4.7666163878
4815	ICLE	GESA5036	think	absent	obj	German	written	8	4.7666163878
4816	ICE-GB	S1B-033	think	absent	obj	English	spoken	0	4.7666163878
4817	LINDSEI	SP009	think	absent	obj	Spanish	spoken	0	4.7666163878
4818	ICE-GB	S1A-023	think	absent	obj	English	spoken	0	4.7666163878
4819	LINDSEI	GE009	think	absent	obj	German	spoken	0	4.7666163878
4820	ICE-GB	S1B-036	think	present	obj	English	spoken	0	4.7666163878
4821	LINDSEI	GE038	think	present	obj	German	spoken	0	6.2986920917
4822	ICLE	SPM07004	think	present	obj	Spanish	written	0	4.7666163878
4823	ICE-GB	S1B-047	think	absent	obj	English	spoken	0	4.7666163878
4824	ICLE	SPM02010	think	absent	obj	Spanish	written	0	4.7666163878
4825	ICLE	SPM09006	think	absent	obj	Spanish	written	0	4.7666163878
4826	ICE-GB	S1B-039	think	absent	obj	English	spoken	0	4.7666163878
4827	ICE-GB	S1B-042	think	present	obj	English	spoken	0	4.7666163878
4828	ICLE	GEAU1077	think	present	obj	German	written	0	4.7666163878
4829	ICE-GB	S1A-037	think	absent	obj	English	spoken	0	4.7666163878
4830	ICLE	GESA4005	think	present	obj	German	written	0	4.7666163878
4831	ICE-GB	S1B-070	think	absent	obj	English	spoken	0	4.7666163878
4832	LINDSEI	GE027	think	present	obj	German	spoken	0	4.7666163878
4833	ICLE	SPM09003	think	present	obj	Spanish	written	16	4.7666163878
4834	LINDSEI	GE042	think	absent	obj	German	spoken	0	4.7666163878
4835	ICE-GB	S1B-024	think	absent	obj	English	spoken	0	4.7666163878
4836	ICE-GB	S1B-034	think	absent	obj	English	spoken	0	4.7666163878
4837	ICE-GB	S1B-052	think	absent	obj	English	spoken	0	4.7666163878
4838	ICE-GB	S1A-005	think	absent	obj	English	spoken	0	4.7666163878
4839	ICE-GB	S1B-052	think	absent	obj	English	spoken	0	4.7666163878
4840	ICE-GB	S1B-051	think	absent	obj	English	spoken	0	4.7666163878
4841	ICE-GB	S1A-060	think	absent	obj	English	spoken	0	4.7666163878
4842	LINDSEI	GE044	think	absent	obj	German	spoken	0	4.7666163878
4843	ICE-GB	S2A-004	think	absent	obj	English	spoken	0	4.7666163878
4844	ICLE	SPM03052	think	absent	obj	Spanish	written	6	4.7666163878
4845	ICE-GB	S1A-001	think	present	obj	English	spoken	0	4.7666163878
4846	ICE-GB	S1A-086	think	present	obj	English	spoken	0	4.7666163878
4847	ICE-GB	W2F-002	think	absent	obj	English	written	0	4.7666163878
4848	ICE-GB	S1B-018	think	absent	obj	English	spoken	0	4.7666163878
4849	ICE-GB	S1B-032	think	absent	obj	English	spoken	0	4.7666163878
4850	ICE-GB	W2C-007	think	absent	obj	English	written	0	4.7666163878
4851	ICE-GB	S1B-044	think	absent	obj	English	spoken	0	4.7666163878
4852	LINDSEI	SP016	think	absent	obj	Spanish	spoken	0	4.7666163878
4853	ICE-GB	S1B-020	think	absent	obj	English	spoken	0	4.7666163878
4854	ICE-GB	S2B-014	think	absent	obj	English	spoken	0	4.7666163878
4855	LINDSEI	SP009	think	absent	obj	Spanish	spoken	0	4.7666163878
4856	ICLE	SPM02015	think	present	obj	Spanish	written	74	4.7666163878
4857	ICE-GB	S1A-054	think	absent	obj	English	spoken	0	4.7666163878
4858	ICE-GB	S1B-042	think	absent	obj	English	spoken	0	4.7666163878
4859	ICE-GB	S2B-032	think	absent	obj	English	spoken	80	4.7666163878
4860	ICLE	GESA4006	think	present	obj	German	written	0	4.7666163878
4861	ICLE	SPM10015	think	present	obj	Spanish	written	0	4.7666163878
4862	ICE-GB	S1B-019	think	present	obj	English	spoken	0	4.7666163878
4863	LINDSEI	SP021	think	absent	obj	Spanish	spoken	0	4.7666163878
4864	ICE-GB	S1B-044	think	absent	obj	English	spoken	0	4.7666163878
4865	ICE-GB	S1B-032	think	absent	obj	English	spoken	8	4.7666163878
4866	ICE-GB	S1B-017	think	absent	obj	English	spoken	0	4.7666163878
4867	LINDSEI	SP022	think	absent	obj	Spanish	spoken	0	4.7666163878
4868	ICE-GB	S1B-024	think	absent	obj	English	spoken	0	4.7666163878
4869	ICLE	GESA4006	think	present	obj	German	written	0	4.7666163878
4870	ICLE	GEBA1059	think	absent	obj	German	written	0	4.7666163878
4871	ICE-GB	S2B-013	think	present	obj	English	spoken	9	4.7666163878
4872	ICE-GB	S2A-031	think	absent	obj	English	spoken	0	4.7666163878
4873	ICE-GB	S2B-010	think	absent	obj	English	spoken	0	4.7666163878
4874	ICLE	GEBA1026	think	absent	obj	German	written	0	4.7666163878
4875	ICE-GB	S1A-095	think	absent	obj	English	spoken	0	4.7666163878
4876	ICLE	GEBA1030	think	present	obj	German	written	17	4.7666163878
4877	LINDSEI	GE002	think	absent	obj	German	spoken	7	4.7666163878
4878	ICLE	SPM07010	think	present	obj	Spanish	written	0	4.7666163878
4879	LINDSEI	GE045	think	absent	obj	German	spoken	0	4.7666163878
4880	ICE-GB	S1B-030	think	absent	obj	English	spoken	0	4.7666163878
4881	ICLE	SPM04010	think	present	obj	Spanish	written	13	4.7666163878
4882	ICE-GB	S1A-072	think	absent	obj	English	spoken	0	4.7666163878
4883	ICE-GB	S1A-001	think	absent	obj	English	spoken	0	4.7666163878
4884	ICE-GB	S1B-058	think	absent	obj	English	spoken	0	4.7666163878
4885	ICE-GB	S2A-036	think	present	obj	English	spoken	0	4.7666163878
4886	ICE-GB	S1B-035	think	absent	obj	English	spoken	0	4.7666163878
4887	ICE-GB	S1B-039	think	present	obj	English	spoken	0	4.7666163878
4888	ICE-GB	S1B-021	think	absent	obj	English	spoken	0	4.7666163878
4889	ICE-GB	S1B-039	think	absent	obj	English	spoken	0	4.7666163878
4890	ICLE	SPM03040	think	present	obj	Spanish	written	7	4.7666163878
4891	ICE-GB	S1B-034	think	present	obj	English	spoken	0	4.7666163878
4892	ICE-GB	W1B-010	think	absent	obj	English	written	0	4.7666163878
4893	ICE-GB	S1B-022	think	present	obj	English	spoken	0	4.7666163878
4894	ICLE	SPM04048	think	present	obj	Spanish	written	0	4.7666163878
4895	LINDSEI	GE039	think	absent	obj	German	spoken	0	4.7666163878
4896	ICE-GB	S1A-054	think	absent	obj	English	spoken	0	4.7666163878
4897	ICE-GB	S2B-032	think	present	obj	English	spoken	0	4.7666163878
4898	LINDSEI	SP030	think	present	obj	Spanish	spoken	16	4.7666163878
4899	LINDSEI	SP014	think	absent	obj	Spanish	spoken	21	4.7666163878
4900	ICE-GB	S1B-033	think	absent	obj	English	spoken	0	4.7666163878
4901	ICE-GB	S1A-054	think	absent	obj	English	spoken	0	4.7666163878
4902	ICE-GB	S2B-007	think	present	obj	English	spoken	0	4.7666163878
4903	ICLE	GESA4006	think	present	obj	German	written	2	4.7666163878
4904	ICLE	SPM07019	think	present	obj	Spanish	written	0	4.7666163878
4905	ICE-GB	S1A-051	think	absent	obj	English	spoken	0	4.7666163878
4906	ICE-GB	S1A-013	think	absent	obj	English	spoken	0	4.7666163878
4907	ICE-GB	W2F-020	think	absent	obj	English	written	0	4.7666163878
4908	LINDSEI	SP008	think	absent	obj	Spanish	spoken	0	4.7666163878
4909	ICE-GB	S1A-026	think	absent	obj	English	spoken	0	4.7666163878
4910	ICE-GB	S2A-051	think	absent	obj	English	spoken	0	4.7666163878
4911	ICE-GB	S1B-021	think	absent	obj	English	spoken	0	4.7666163878
4912	ICLE	GEBA1030	think	present	obj	German	written	0	4.7666163878
4913	ICE-GB	S1B-037	think	absent	obj	English	spoken	0	4.7666163878
4914	ICE-GB	S1A-062	think	absent	obj	English	spoken	0	4.7666163878
4915	ICLE	GEBA1031	think	present	obj	German	written	0	4.7666163878
4916	ICLE	GESA5043	think	present	obj	German	written	10	4.7666163878
4917	ICE-GB	S1B-058	think	absent	obj	English	spoken	0	4.7666163878
4918	ICE-GB	S1B-020	think	absent	obj	English	spoken	0	4.7666163878
4919	LINDSEI	GE028	think	absent	obj	German	spoken	0	4.7666163878
4920	ICE-GB	S1A-095	think	absent	obj	English	spoken	0	4.7666163878
4921	ICLE	SPM04045	think	present	obj	Spanish	written	0	4.7666163878
4922	ICLE	SPM02001	think	present	obj	Spanish	written	0	4.7666163878
4923	ICE-GB	S1A-001	think	present	obj	English	spoken	0	4.7666163878
4924	LINDSEI	SP047	think	present	obj	Spanish	spoken	0	4.7666163878
4925	ICE-GB	S1A-001	think	absent	obj	English	spoken	0	4.7666163878
4926	ICE-GB	S1A-058	think	absent	obj	English	spoken	0	4.7666163878
4927	LINDSEI	GE014	think	absent	obj	German	spoken	0	4.7666163878
4928	ICE-GB	S1B-027	think	absent	obj	English	spoken	0	4.7666163878
4929	ICE-GB	S1B-027	think	absent	obj	English	spoken	0	4.7666163878
4930	ICE-GB	S1B-041	think	absent	obj	English	spoken	4	4.7666163878
4931	ICE-GB	S1A-051	think	absent	obj	English	spoken	0	4.7666163878
4932	ICLE	SPM04002	think	present	obj	Spanish	written	12	4.7666163878
4933	ICE-GB	S1A-078	think	absent	obj	English	spoken	0	4.7666163878
4934	LINDSEI	GE040	think	absent	obj	German	spoken	0	4.7666163878
4935	ICLE	SPM09006	think	present	obj	Spanish	written	13	4.7666163878
4936	LINDSEI	SP031	think	absent	obj	Spanish	spoken	0	4.7666163878
4937	LINDSEI	GE035	think	absent	obj	German	spoken	0	4.7666163878
4938	ICE-GB	S1A-004	think	absent	obj	English	spoken	0	4.7666163878
4939	LINDSEI	GE033	think	absent	obj	German	spoken	0	4.7666163878
4940	LINDSEI	GE037	think	absent	obj	German	spoken	9	4.7666163878
4941	ICLE	GESA3007	think	present	obj	German	written	0	4.7666163878
4942	ICLE	GESA4002	think	present	obj	German	written	2	4.7666163878
4943	ICLE	SPM04048	think	present	obj	Spanish	written	0	4.7666163878
4944	LINDSEI	SP019	think	present	obj	Spanish	spoken	0	4.7666163878
4945	LINDSEI	SP042	think	present	obj	Spanish	spoken	0	4.7666163878
4946	ICLE	GEBA1011	think	present	obj	German	written	0	4.7666163878
4947	ICE-GB	S1B-056	think	absent	obj	English	spoken	0	4.7666163878
4948	ICE-GB	S1B-054	think	absent	obj	English	spoken	26	4.7666163878
4949	ICE-GB	S1B-056	think	absent	obj	English	spoken	0	4.7666163878
4950	ICE-GB	W1B-021	think	absent	obj	English	written	0	4.7666163878
4951	ICE-GB	S2B-002	think	present	obj	English	spoken	0	4.7666163878
4952	ICE-GB	W2C-009	think	absent	obj	English	written	0	4.7666163878
4953	ICLE	GEAU1042	think	absent	obj	German	written	0	4.7666163878
4954	ICLE	GEAU3038	think	present	obj	German	written	13	4.7666163878
4955	ICE-GB	S1B-012	think	absent	obj	English	spoken	0	4.7666163878
4956	ICE-GB	S1B-029	think	absent	obj	English	spoken	0	4.7666163878
4957	LINDSEI	GE020	think	absent	obj	German	spoken	0	4.7666163878
4958	LINDSEI	SP004	think	absent	obj	Spanish	spoken	0	4.7666163878
4959	LINDSEI	SP042	think	absent	obj	Spanish	spoken	21	4.7666163878
4960	ICLE	GEAU2030	think	present	obj	German	written	6	4.7666163878
4961	ICE-GB	S1B-058	think	absent	obj	English	spoken	0	4.7666163878
4962	ICE-GB	S1A-001	think	absent	obj	English	spoken	0	4.7666163878
4963	LINDSEI	SP035	think	absent	obj	Spanish	spoken	0	4.7666163878
4964	ICE-GB	S1B-027	think	absent	obj	English	spoken	0	4.7666163878
4965	ICE-GB	S2B-007	think	absent	obj	English	spoken	0	4.7666163878
4966	ICE-GB	S1B-055	think	absent	obj	English	spoken	0	4.7666163878
4967	ICLE	SPM05016	think	present	obj	Spanish	written	0	4.7666163878
4968	ICLE	GEAU1065	think	absent	obj	German	written	0	4.7666163878
4969	ICLE	SPM09008	think	absent	obj	Spanish	written	0	4.7666163878
4970	LINDSEI	SP015	think	absent	obj	Spanish	spoken	0	4.7666163878
4971	ICE-GB	S1B-040	think	present	obj	English	spoken	0	4.7666163878
4972	ICLE	SPM09002	think	absent	obj	Spanish	written	0	4.7666163878
4973	ICE-GB	S1A-023	think	absent	obj	English	spoken	0	4.7666163878
4974	ICE-GB	S2A-055	think	absent	obj	English	spoken	0	4.7666163878
4975	ICE-GB	W2D-009	think	absent	obj	English	written	7	4.7666163878
4976	LINDSEI	GE036	think	absent	obj	German	spoken	0	4.7666163878
4977	ICE-GB	S1B-032	think	absent	obj	English	spoken	0	4.7666163878
4978	ICLE	SPM07011	think	present	obj	Spanish	written	0	4.7666163878
4979	ICLE	SPM09001	think	present	obj	Spanish	written	0	4.7666163878
4980	ICLE	SPM09001	think	absent	obj	Spanish	written	0	4.7666163878
4981	ICLE	GESA4011	think	absent	obj	German	written	11	4.7666163878
4982	ICE-GB	S1B-050	think	absent	obj	English	spoken	0	4.7666163878
4983	ICLE	GEAU3091	think	present	obj	German	written	0	4.7666163878
4984	ICE-GB	W1B-021	think	absent	obj	English	written	0	4.7666163878
4985	ICE-GB	S1B-039	think	absent	obj	English	spoken	11	4.7666163878
4986	ICE-GB	S1B-050	think	absent	obj	English	spoken	0	4.7666163878
4987	ICE-GB	W2B-017	think	present	obj	English	written	0	4.7666163878
4988	LINDSEI	GE028	think	absent	obj	German	spoken	0	4.7666163878
4989	LINDSEI	GE006	think	absent	obj	German	spoken	0	4.7666163878
4990	ICE-GB	S1B-036	think	present	obj	English	spoken	0	4.7666163878
4991	ICE-GB	S1A-051	think	absent	obj	English	spoken	0	4.7666163878
4992	ICE-GB	S1B-050	think	absent	obj	English	spoken	0	4.7666163878
4993	ICLE	GEBA1026	think	absent	obj	German	written	0	4.7666163878
4994	ICE-GB	S1B-039	think	present	obj	English	spoken	0	4.7666163878
4995	ICE-GB	S1A-062	think	absent	obj	English	spoken	0	4.7666163878
4996	ICE-GB	S1A-073	think	absent	obj	English	spoken	0	4.7666163878
4997	ICE-GB	S1B-015	think	absent	obj	English	spoken	0	4.7666163878
4998	LINDSEI	SP046	think	absent	obj	Spanish	spoken	0	4.7666163878
4999	ICE-GB	S1A-088	think	absent	obj	English	spoken	0	4.7666163878
5000	LINDSEI	SP049	think	absent	obj	Spanish	spoken	0	4.7666163878
5001	ICE-GB	S1A-001	think	absent	obj	English	spoken	0	4.7666163878
5002	LINDSEI	GE042	think	absent	obj	German	spoken	0	4.7666163878
5003	LINDSEI	GE036	think	absent	obj	German	spoken	0	4.7666163878
5004	ICE-GB	S2A-002	think	absent	obj	English	spoken	0	4.7666163878
5005	ICLE	SPM04042	think	present	obj	Spanish	written	0	4.7666163878
5006	ICLE	SPM04042	think	absent	obj	Spanish	written	0	4.7666163878
5007	ICLE	SPM04050	think	present	obj	Spanish	written	0	4.7666163878
5008	ICLE	SPM08015	think	present	obj	Spanish	written	0	4.7666163878
5009	ICE-GB	S1A-022	think	absent	obj	English	spoken	0	4.7666163878
5010	ICE-GB	S1A-058	think	present	obj	English	spoken	0	4.7666163878
5011	ICE-GB	S1B-027	think	absent	obj	English	spoken	0	4.7666163878
5012	ICLE	SPM04053	think	present	obj	Spanish	written	0	4.7666163878
5013	ICE-GB	S1B-028	think	present	obj	English	spoken	50	4.7666163878
5014	ICE-GB	S1A-088	think	absent	obj	English	spoken	0	4.7666163878
5015	ICE-GB	S1B-018	think	absent	obj	English	spoken	0	4.7666163878
5016	ICE-GB	W2B-036	think	absent	obj	English	written	5	4.7666163878
5017	ICLE	GESA3013	think	present	obj	German	written	0	4.7666163878
5018	ICLE	SPM09006	think	absent	obj	Spanish	written	0	4.7666163878
5019	ICE-GB	S1B-023	think	absent	obj	English	spoken	0	4.7666163878
5020	ICLE	SPM08015	think	present	obj	Spanish	written	0	10.2584694842
5021	ICE-GB	S2B-018	think	absent	obj	English	spoken	0	10.2584694842
5022	ICLE	SPM03041	think	present	obj	Spanish	written	0	10.2584694842
5023	ICLE	GEBA1042	think	absent	obj	German	written	7	10.2584694842
5024	ICLE	SPM04004	think	present	obj	Spanish	written	7	10.2584694842
5025	ICE-GB	W2E-010	think	absent	obj	English	written	54	10.2584694842
5026	ICLE	SPM04042	think	present	obj	Spanish	written	0	10.2584694842
5027	ICE-GB	S1A-033	think	absent	obj	English	spoken	0	10.2584694842
5028	LINDSEI	SP016	think	absent	obj	Spanish	spoken	0	5.7973355703
5029	ICE-GB	S1B-077	think	absent	obj	English	spoken	0	5.7973355703
5030	ICE-GB	S1B-021	think	absent	obj	English	spoken	0	5.7973355703
5031	LINDSEI	SP015	think	absent	obj	Spanish	spoken	0	5.7973355703
5032	ICE-GB	S2A-031	think	absent	obj	English	spoken	0	5.7973355703
5033	ICE-GB	S1B-019	think	absent	obj	English	spoken	0	5.7973355703
5034	ICE-GB	W2F-009	think	absent	obj	English	written	0	5.7973355703
5035	ICE-GB	S1B-035	think	absent	obj	English	spoken	0	5.7973355703
5036	ICE-GB	S1B-028	think	absent	obj	English	spoken	0	5.7973355703
5037	ICLE	SPM04045	think	present	obj	Spanish	written	0	5.7973355703
5038	ICE-GB	S1A-059	think	absent	obj	English	spoken	0	5.7973355703
5039	ICE-GB	S1B-076	think	absent	obj	English	spoken	0	5.7973355703
5040	ICE-GB	S1A-002	think	absent	obj	English	spoken	0	5.7973355703
5041	LINDSEI	GE042	think	absent	obj	German	spoken	0	5.7973355703
5042	ICE-GB	S1B-003	think	absent	obj	English	spoken	0	5.7973355703
5043	ICE-GB	S1A-060	think	absent	obj	English	spoken	0	5.7973355703
5044	ICE-GB	S1B-034	think	absent	obj	English	spoken	0	5.7973355703
